Date,Temperature
2023-11-26,15.576043551217001
2023-11-27,14.437757556700838
2023-11-28,12.81229091203634
2023-11-29,14.904564238397374
2023-11-30,13.546350533074417
2023-12-01,17.000151610999687
2023-12-02,14.906510457397854
2023-12-03,13.701773885977286
2023-12-04,14.863524307022399
2023-12-05,16.487025517375663
2023-12-06,14.689872886636396
2023-12-07,14.330286821467455
2023-12-08,16.620706993569634
2023-12-09,16.78302275176677
2023-12-10,15.440064778832381
2023-12-11,15.673792590426645
2023-12-12,17.242895456730366
2023-12-13,14.04651304340782
2023-12-14,14.292551255881207
2023-12-15,15.836249272600186
2023-12-16,17.01271479600083
2023-12-17,18.22865848832043
2023-12-18,20.725503094335956
2023-12-19,19.65872021554467
2023-12-20,17.792746985543975
2023-12-21,18.244377053281863
2023-12-22,16.447647922821567
2023-12-23,18.586438582143536
2023-12-24,18.217315919606488
2023-12-25,19.611597802792478
2023-12-26,17.48353431408916
2023-12-27,20.34878158443909
2023-12-28,22.54786429716306
2023-12-29,19.437318313389195
2023-12-30,20.630817035144
2023-12-31,21.38028798342222
